movie,sentence,score
영웅,정성화 김고운 나문희 등 출연한 배우들의 연기는 너무 너무 좋았습니다.K뮤지컬 영화의 스토리 전개 개연성 시도와 노력 첫 단추를 꾀어낸 것만으로도 박수 보냅니다.하지만 너무 정형적인 올드한 연출과 2시간내로 함축해서 많은걸 보여주기 한계가 좀 느꼇습니다플롯이 너무 진부할 지언정 유머러스하게 풀어내 나갈려는 의도 좋았지만 저는 50% 만족입니다.유머도 너무 예상된 전개내에 나오는거라 ...고생 하셨네요 연출진 배우 스텝 모두 ,5
영웅,재밋는데요? 인생영화 탑5 안에듬,10
영웅,안중근 의사님을 비롯한 모든 대한민국 열사분들께 진심으로 감사하다는 말씀드리고 싶습니다.,10
영웅,"기대 안하고 봤는데 너무너무 재밌었어요.개그요소도 재미있고, 배우들이 전부 가창력이 좋아서 감탄하면서 봤어용! 영화관에서 봐야해요 이건",10
영웅,뮤직컬을 잘 안보는 사람이라 좀 걱정은 했는데..더 감동적으로 다가오고 집중도도 좋았습니다.딸과함께 오랜만에 좋은영화 보고와서 시간이 아깝지 않았어요^^  ,10
나 홀로 집에 3,개인적으로 재밌었음 이번 크리스마스에 또 보니까 주인공 너무 귀엽다..,10
영웅,진짜 꼭보세요!!!두번세번보세요~,10
영웅,갓정성화A급배우? 쳇특급배우입니다연기 노래 감성 코믹 다되는 배우박진주의 재발견까지강추강추합니다대한독립만세!,9
아바타: 물의 길,돌비애트모스 굳국굳,9
영웅,마지막에 조마리아 여사가 노래할때 눈물펑펑~~,8
영웅,꼭!! 봐야하는 영화입니다..뮤지컬도 봤지만 영화 스토리가 더 좋음,10
영웅,뮤지컬 영화답게 넘버하나하나 감동이었어요. 중간중간 저도모르게 박수칠뻔했네요. 아이들과 같이 보면서 역사에대해 다시한번 되새겨보는 아주 좋은 시간이었습니다.,10
영웅,조마리아 선생님 장면마다 울었어요 정성화배우님 연기랑 가창력만으로도 다시보고싶어요,10
올빼미,유해진 배우님 연기가 엄청나네요 재밌었습니다,9
아바타: 물의 길,뛰어난 영상미와 특수효과!3시간 15분이 흥미진진!,9
영웅,뮤지컬 영화가 제대로 탄생했습니다.장면 전환에 감동하고 갑니다. 윤제균 감독님!감동의 박수를,10
아바타: 물의 길,아바타가 유명하고 인정받는 이유는 다 있지,10
영웅,뮤지컬 영화가 제대로 탄생했습니다.장면 전환에 감동하고 갑니다. 윤제균 감독님!감동의 박수를,10
나이브스 아웃: 글래스 어니언,기대를 져버리지 않는!!,10
영웅,가슴 뭉클해지는 뮤지컬 영화였습니다. 여러번 보고싶을 정도로 감동적이게 봤네요.,10
영웅,지루하지 않고 끝까지 집중할수 있었어요..뮤지컬을 좋아해서 그런지 뮤지컬 영화도 좋았어요.정성화 김고은 등 출연진의 연기도 좋았고 정성화 노래는 물론이고 특히 김고은 노래 기대 이상으로 좋았어요.,9
영웅,"라라랜드의 someone in the crowd씬, 레미제라블의 자베르 다리 자결씬, 장발장의 교회 독백씬, 얼음왕국의 궁전씬은 빼다 박은 정도를 너머 데자뷔에 온몸이 일그러지게 만들기에 충분했다. 역사를 다루는 영화는 감독의 중대한 책임의식과 역량이 뒷받침 될 때 제작을 결정해야 한다. 훌륭하고 진중한 고증들 사이에 경박스럽기 짝이 없는 설정과 대화를 틈틈히 메꿔서 흥행성을 담보하려는 무모한 시도는 관객의 눈길을 잠시 끌 수는 있으나, 대한민국 역사 이미지와 영화사와 큰 과오를 남길 뿐이다. 이 특유의 조악함과 경박스러움은 다수의 매치컷을 활용해 화면을 전환하고 롱테이크로 기교를 부리는 것만으로는 절대 해결할 수 없는 상업중심 한국영화의 최대 약점이다. 후반부 성인 조마리아 여사님의 묘사, 정성화와 안중근 의사님의 싱크로율과 존재감, 그리고 대작 뮤지컬을 스크린에 주워담으려는 눈물겹고 조잡스러운 시도의 가치를 제외하곤 온전하게 가볍고 경솔한 한국영화 전형의 표본이다.",3
불릿 트레인,와 넷플릭스 였으니깐 그냥 넘어가지이걸 돈주고 봤다? 쌍욕해도 합법이지,2
영웅,역사를 다시 한번 되돌아보게되는 감동깊은 영화에 연기자들의 명연기까지  정말 최고입니다 ,10
영웅,각 배우들의 연기 다 좋았고 중반 명성황후 시해 당하실때 마음 아팠다..,10
아바타: 물의 길,진짜 꼭 보세요감동 재미 영상미 뭐 하나 빠트릴게 없습니다ㅠㅠ,10
아바타: 물의 길,보다가 이렇게 졸린 영화는 처음임,1
아바타: 물의 길,어느샌가 영화관 불편해서 오래 못앉아 있게 되었는데 이번엔 3시간 짜리임에도 분구하고 이런 대작은 가서봐야된다 싶어 3D로 관람했는데 너무 잘한거 같아요~ 시간이 언제 가는줄도 모르고 빠져서 보고 나왔어요~ 오랜만에 푹 빠져서 너무 잼있게 봤어요~강추합니다~,10
영웅,감동 받았습니다 대한민국 만세 독립 열사들 모두 감사합니다 ㅜㅜ,10
패딩턴,패딩턴 울음소리ㅎㄷㄷ,10
패딩턴,패딩턴 울음소리ㅎㄷㄷ,10
올빼미,"내내 고품격을 유지하다 개연성이 결여된 결말 탓에 한순간에 유치해져 버린 영화. 안타깝다. 그래도 연기, 영상, 재미 모두 만족스러운 영화였다.",8
아바타: 물의 길,너무너무너무재미나요ㅋ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",가슴에 뭐가 걸린 것처럼 먹먹하다,9
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",남주가 내가 좋아하는 인물이라서 보러갔는데 사람들 말로 진짜 눈물만 나온다. 내 5손가락 안에 드는 슬픈영화였다. 처음에는 먹먹한 감정만 있는데  끝에 가는데 너무 슬퍼서 눈물이 왈칵 흘러다,10
아바타: 물의 길,영상미 좋았지만 플레이타임 너무 길어요,7
영웅,간만에 극장에서 펑펑 울었습니다. ,10
아바타: 물의 길,베리굿!! 근데 자식을 잃은 슬픔은 아프지만 극복하면서 살아가길!,10
올빼미,별기대안하고 봤는데 류준열의 연기가 소름이였어요~~추천합니다~^^,10
영웅,재미있게 봤어요 :),7
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,스토리도 없고 유튭이 더 재밌는듯...정신도없고 재미도 없어요..  ,2
해운대,이런걸 영화라고 ...ㅠ참 수준하고는 전부 페러디..도쿄참공ㆍ버티칼리미트ㆍ팁임택트...등등..ㅠ이런걸 영화라고 만든 감독이나  출연한 배우나 관객이나..참....우리나라 영화 만드는 수준은..ㅠㅠ,2
아바타: 물의 길,와아 너무 재밌어요.... 꼭 3D로 보시길 추천...ㅠㅠ 눈이 즐거운 영화에요,10
영웅,역사에 대한 사실적인 표현은 좋은것 같으나 연기자의 연기가 작품에 비해서 별로였던것 같고 주인공의 연기가 많이 부족해 보인다.개인적으로 6점도 아까우나 일본의 만행을 바로잡는 좋은 영화라고 본다. 주인공이 너무 별로다 ㅠ,6
영웅,배우분들이 노래를 잘 부르셔서 놀랐었다. 그리고 정말 재밌었다,7
영웅,대한민국의 국민이라는 자긍심에 눈물이 났습니다.정말 당신이 있어 지금의 제가 우리가 있습니다.배우들의 연기력 가창력 영상 모두 좋았습니다.,10
아바타: 물의 길,규우우우우구우우우욷,10
어벤져스: 엔드게임,인생영화 재미와 감동을 다 갖춘,10
나이브스 아웃: 글래스 어니언,재밌는데 평점테러가 좀 있네요. 팬데믹 세계관 마스크 나올때부터 웃겼어요. 그 와중에 마스크 화려하고 쓰레기들(?)에 어울림. 1편부터 반했고 3편도 나왔으면 좋겠어요,10
아바타: 물의 길,네이버 평점이 왜이렇게 높은지 ..?,2
외계+인 1부,보통은 영화스토리가  산으로 간다하는데 안드로메다로 가겠네 ,2
영웅,호박고구마만 봐도 눈물이 나네요,8
극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,우리학교 여드름나고 씹덕같이 생긴애가 이거보는 진짜 헛구역질이 나올려고 한다 ㄹㅇㅋ 그리고 내일 그녀석 안경 부러트리러 간다 ㅋㅋ,2
아바타: 물의 길,"영상미야 뭐 말할 것 없었지만, 10년의 세월에 대한 기대치가 너무 컸던 건지^^;; 아맥 3D 정 가운데 줄 정중앙에서 봤는데도 그닥 몰입감이 크게 느껴지진 않았네요. 그냥 선명한 2D를 보는 느낌?!(옛날 3D 화면에 비하면 장족의 발전이라고 하나, 완전 빨려가는 느낌을 받고 싶었는데ㅠ 아님 지방 상영관이라 그런건진 몰라도?!) 또한 스토리를 기대 않고 본다 해도 굳이 이걸 3시간 넘게 잡을 필요가 있었는지 좀 의문이 드네요. 다음 편은 2시간 반 내외로 해주면 딱 좋을 것 같네요~!! 그래도 연말에 재밌게 봤습니다. ",8
영웅,진정한 국민이라면 (조상이 친일파 아니라면) 꼭 봐야할 영화다.다아는 내용이지만 감동의 연속,10
코르사주,스펜서가 생각나네요.,9
인생은 아름다워,곱빼기 점수 드리고싶어용♡감성적이고 서정적인 영화입니당~게스트 훌륭♡ OST 굿!!! 소장각입니닷^^,10
저스트 프렌즈,라이언레이놀즈 나오는거 보려고 검색했는데 뭐 이런 듣보잡이 튀어나와,1
아바타: 물의 길,전쟁중에 물의 부족 밥 먹어러 갔나. 맨마지막 상갓집 밥먹어러 모인듯.너무 지루함. 1시간20분짜리면 될듯.,2
영웅,올해 본 영화중 제일 입니다,10
영웅,정말 재미있게 보긴 했지만..알라딘 따라한듯한..느낌..,10
영웅,오늘 가족들 동원해서 다보고왔습니다~~잘만들었어요ㅡ아깝지않은시간이었습니다,10
나우 유 씨 미 2,너무 재밌게 봄 ㅎㅎ 배경음악도 좋고 웰메이드 마술영화임 근데 점점 마술보다 마법에 가까워지는 느낌? 생각안하고 보면 유쾌하게 볼수있음 3편이 얼른 나왔으면,9
올빼미,유준열배우님의 연기가 넘 좋았어요. 맘아픈 내용이었지만 넘 감동적이게 잘봤습니다. 재미있어요. ~~^^,8
아바타: 물의 길,나만 당할 수 없다 10점,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 재미있었다.. 남주 잘생겼고 여주도 예쁘고 눈호강 하면서 재미있는 영화여서 너무 좋았다ㅜ,10
영웅,국뽕을 무기로 만든 영화. 보면서도 안중근의사께 죄송스러운 마음. 스토리라인이나 개연성이 많이 떨어지고 느닷없는 감동포인트를 강요당하는 기분 ,4
아바타: 물의 길,영상이 정말 훌륭합니다.,9
영웅,정말 좋은 영화입니다~~~^^,10
아바타: 물의 길,최고에요 역시 아바타네요,10
원피스 필름 레드,ㅋㅋ원피스는 존재한다 그리고 이 영화 우리반 뚱뚱한찐따가 추천해서 봤는데 개노잼이라서 내일 찐따쉑 조지러간다 ㅋㅋ,2
아바타: 물의 길,애정의 시작과 친구가 되는 과정을 조금 줄여주면 러닝타임이 이렇게 까지 길게 안나왔을텐데라는 생각이 드네요,4
아바타: 물의 길,영상미 하나로도 시간가는 줄 모르고 봤습니다.,10
영웅,"뮤지컬 영화라고 어색함을 느끼면 어쩌나 감정선이 무너지면 어쩌나 걱정했어요 하지만 첫 장면부터 몰입하며 보았습니다 역사가 스포일러인 영화라 대사 하나하나가 다음 장면에 어떤 일이 벌어질지 알기에 더 안타깝고 마음이 아팠습니다마음이 웅장해지고, 뜨거워지는 영화입니다 추천해요",10
아바타: 물의 길,3시간내내 집중을 어떻게하나 고민했는데 말이필요없다 3시간내내 풀집중하고 봤네요 크리스마스날 인생영화한편찍음 캬 강추,10
영웅,감동적이었습니다. 가족과 함께 꼭 보세요~,10
라 비 앙 로즈,충분히 재개봉의 가치가 있는 영화. 아네트 이전의 마리옹 꼬띠아르의 모습을 볼 수 있어서 좋았어요.,10
영웅,뮤지컬 보신분들은... 실망이 크실듯... 연출이... 최악이였음. 김고은 OST 보단 영화에서 좀더 좋았고 링링의.진주 노래 좋았음.. ,6
영웅,"정말 감동입니다.우리가 잊고 있던 역사관을 일깨워 줍니다.아주 잘 만든 영화이고 감독,배우 분들의 열정이 느껴집니다. 절대 신파라는 말로 매도 될 영화가 아닙니다. 아바타에 묻혀서 소중한 이 영화가 묻히는 일이 없길 꼭 바랍니다.",10
원피스 필름 레드,신시대 노래가 좋아요.,10
헌트,재밌게 잘 봤습니다!!,10
영웅,말이 필요 없다,10
울고 싶은 나는 고양이 가면을 쓴다,ㅋㅋ노잼of개노잼ㅋ ,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",모든부분에서 완벽했다 ㄹㅇ ,10
아바타: 물의 길,크리스마스 연말 시즌에 코로나도 적당히 풀렸겠다 요즘 볼 영화가 없어서 대박을 친 것 같은데 3D가 더 이상 신선하지 않아서인지 1편만큼의 감동은 없었음. 그리고 제목은 아바타인데 아바타는 하나도 없었음. ,8
헌트,보는 내내 엉성함이 계속 느껴졌음. 결말도 흐지부지. 액션만 그저 그렇습니다. 킬링타임용으로도 비추합니다.,2
찰리와 초콜릿 공장,결말이 감동적인 영화:),10
아바타: 물의 길,3D로 보는거 추천드려요!! 자리는 3번째나 4번째가 젤 좋은거 같아요! 진짜 재밌어요 ,10
긴급구원 더레스큐 ,거창한 스케일로 가릴 수 없는 구닥다리 각본,3
나 홀로 집에,볼때마다새로운 마법의영화,10
영웅,우린 모두 안중근이다.  대한민국만세!,10
패밀리 맨,어른들을 위한 크리스마스 동화,10
나이브스 아웃: 글래스 어니언, 결말이 이래도 되나 싶을 정도로 어이가 없어요. 탐정영화의 결말이 아니라 페미니즘식 결말이어서 좋아하시는 분들은 좋아하실 수 있을 것 같아요.  똑똑하고 능력있고 강한 여자와 그 여자의 업적을 훔쳐가는 무능하고 찌질한 남자의 대립구도 입니다. 은유적인 수준이 아니라 지나치게 노골적이어서 거부감이 드네요.,2
올빼미,보는 내내 손에 땀을 쥐게 만드는 연출...꿀잼,8
아바타: 물의 길,너무 감동이고 재밌게 잘봤습니다 3이 기대되네요   ㅠㅠ,10
